Precipitation,Mean Temperature,Humidity,Deaths
1164.9,27.8,22.4,174.9740114
991.7,27.4,21.6,161.6343869
1260.5,27.3,21.7,149.8951697
940.9,27.4,21.9,144.1916597
1107.7,27.6,21.9,138.0889174
1171.2,18,16.7,114.6905995
1150.6,18.2,16,120.237959
1129.2,18.2,16.3,122.401659
1027.5,18.1,16.1,123.7556793
1261.6,18,16.1,122.8118713
1174,18.6,16.8,122.1965755
1176.8,18.3,16.4,122.359264
1268.9,18.7,16.9,122.6866348
1353.6,18.4,16.8,119.0740317
1059.1,18.3,16.4,118.3798163
990.7,18.6,16.7,115.0676426
1164.7,18.9,17.5,114.3996927
1328.6,19.2,17.7,105.8020128
1073.7,19.4,18.1,83.65721614
1035.6,18.9,17.2,49.4016298
1082.1,19.5,17.7,30.22687373
1208.2,18.9,17,19.76902307
1434,18.7,17.1,17.1133109
1070.3,18.6,17,18.65952182
1352.7,19.2,17.6,20.24621429
1399.5,19.2,17.4,22.74948484
1249.4,18.8,17.3,23.11213238
1148.7,18.6,16.8,23.19403231
1278.8,18.7,16.8,22.13404751
1214.3,19,17.1,22.00118072
552.6,28.5,19.9,111.7757982
558,28.2,19.5,112.0378543
577.7,28.2,19.3,109.9840319
600.8,28.4,19.9,108.8978136
761.6,27.9,19,108.518301
642.2,28.2,19.7,106.48401
642,28.5,20,106.8315979
640.9,28.6,20.2,104.0134901
657.5,29.1,20.3,103.1304064
834.4,28.1,19.6,102.0031176
756.9,28.3,20,103.2448933
599.5,28.6,19.8,105.1974552
488.1,28.6,20,103.7073067
825.2,28.6,20.1,98.80732234
658.6,28.7,20,81.57417413
790.7,28.8,20.2,64.11831541
651.9,28.6,19.8,53.60203872
617.6,28.7,19.7,47.16889772
796,28.6,20,46.27716922
805,28.3,19.9,44.05796485
919.2,29.1,20.4,40.11589814
656,28.6,19.9,34.39749403
801.4,28.4,20,28.13544649
764.1,28.7,20.2,23.945459
634.1,28.6,20,24.12786174
1730.6,27.2,28.2,0
2048.2,27.3,28.2,0
2477.2,27.2,28.1,0
1915.8,27.1,28.2,0
2404.2,27.3,28.3,0
2129.3,27.2,28.2,0
2006.6,27.2,28.1,0
2160.9,27.5,28.3,0
1797.4,27.4,28.3,0
1892.8,27.2,28.1,0
2101.2,27.2,28.2,0
1923.9,27.3,28.2,0
2327.8,27.3,28.3,0
2455.3,27.4,28.2,0
2234.4,27.2,28.3,0
1906,27.3,28.2,0
1955.9,27.2,28.2,0
1759.8,27.4,28.3,0
1635.3,27.3,28.3,0
1977.7,27.4,28.3,0
1730.6,27.6,28.5,0
1596.4,27.5,28.4,0
1487.3,27.4,28.3,0
2075.5,27.5,28.4,0
2054,27.5,28.5,0
2263.5,26.3,25.8,230.8287719
2395.4,26.3,25.6,236.0179499
2656.9,26.1,25.2,242.1593533
2458.2,26.3,25.6,248.9757504
2527.3,26,25.2,256.2285246
2581,26.3,25.9,262.9097038
2372.3,26.4,25.7,268.4270864
2405.1,26.4,25.8,272.0815673
2644.1,26.9,26.6,277.6015274
2549.8,26.5,25.9,281.6880148
2490.2,26.4,26,279.4422882
2410.3,26.5,25.8,281.1541511
2476.2,26.4,25.8,283.1298139
2649.3,26.5,26.2,281.4409508
2585.6,26.7,26.3,278.4810186
2295.6,26.9,26.5,270.7315718
2475.3,26.7,26,259.9379669
2235.9,26.6,26.1,254.095372
2397.6,26.4,25.6,250.6293926
2358.8,26.4,26.1,231.0203355
2804.7,26.8,26.6,207.8775574
2482.4,26.5,26.1,189.9190519
2479.1,26.4,25.9,171.2669142
2517.9,26.5,26.2,156.863929
2562.6,26.5,26,147.1985632
288.1,27.3,24.7,48.62665994
220.8,27.2,24.4,48.82026867
224.9,27.2,24.3,48.93864002
246.8,27.1,24.1,48.78235316
262.8,27.1,24.3,49.38359236
276,27.3,24.6,51.11772493
214.8,27.3,24.4,49.48538117
356.1,27.2,24.2,49.03769756
225.7,27.5,24.8,49.02999965
250.9,27.1,24.2,48.05770377
259.1,27.2,24.2,45.09764053
238.7,27.2,24.3,47.59859921
275.2,27.4,24.6,49.88425861
269.1,27.6,24.8,49.83497517
285.7,27.4,24.5,47.83932205
263.8,27.4,24.4,50.7077553
281.2,27.4,24.5,48.30093955
287.7,27.4,24.6,31.47301539
263.4,27,24,19.23322864
254.5,27.7,24.8,12.14889597
244.6,27.5,24.7,10.13433021
292.6,27.5,24.6,10.61072075
258.1,27.4,24.5,17.37214501
302.3,27.4,24.5,26.62334714
259.8,27.5,24.6,25.66258249
402.6,18,12.2,0.585001527
513.9,18,12.6,0.593391561
327.6,18.5,12.7,0.597808524
454.8,18.5,13,0.586529821
397.4,17.9,12,0.598740488
517.5,18.1,12.7,0.595602865
589.1,17.6,12.5,0.599943625
511.1,17.9,12.6,0.611842755
503.4,18.3,12.9,0.627635455
451.3,18.7,13.1,0.636920984
624.7,17.8,12.4,0.658981755
562.4,18.1,12.8,0.623681571
433.1,18.1,12.5,0.590272994
376.8,18.5,12.7,0.553075652
491.4,18.6,12.8,0.509203894
415.5,18.7,12.9,0.46595997
607.4,18.3,12.6,0.429360159
431.7,18.5,12.5,0.384856571
447.6,18.6,12.7,0.351391008
487.9,18.6,12.8,0.32649016
469.7,18.9,13,0.305739595
562.5,18.3,12.6,0.290856527
484.1,18.4,12.6,0.280077209
439.6,18.5,12.7,0.276946774
494.1,18.7,12.9,0.280775111
309.7,27.7,15.2,11.64148024
452.6,27.4,15,12.16211086
398.3,26.7,14.6,12.13593203
411.5,27.5,15.1,12.38719707
450.1,27.1,14.8,12.60641203
426.9,27.5,15.1,12.79503094
411.8,27.7,15.2,13.31786851
414.9,28,15.4,13.53835386
437.2,27.8,15.3,14.12027547
493.9,27.6,15,14.62621335
427,27.6,15,15.29580043
405.5,27.9,15.4,15.2904157
392.5,28.2,15.6,14.68510152
465.7,28.2,15.6,14.12770367
367.2,28.3,15.5,14.11347589
407.2,28.5,15.7,15.16257451
454.7,28.2,15.6,11.26251443
497.7,28.3,15.7,9.684279709
441.9,28.5,15.7,8.279465101
346,28.8,16,7.562635931
464.7,29.2,16.2,6.919198547
401.2,28,15.4,6.50014173
430.2,28.2,15.5,6.584253062
444.7,28.3,15.6,6.878667628
462.4,28.2,15.7,6.954293418
703.8,21.7,17.8,0.012029413
727,21.8,18.6,0.012223802
488.6,22.5,18.8,0.012469985
711.5,22.2,19.1,0.012738017
620.6,21.4,17.5,0.013345774
712.6,21.9,18.8,0.0150654
827.7,21.6,18.6,0.017760418
903.6,21.6,18.9,0.021245048
905.9,22.2,19,0.025133324
984.4,22.1,19,0.031473976
533,21.4,18.6,0.019291478
814.4,21.7,18.7,0.017283317
532.6,21.9,18.4,0.014375249
645.8,22.2,18.8,0.011996002
882.1,22.1,19,0.011213182
659,22.4,19.1,0.012440039
899.2,21.9,18.9,0.021384646
639.7,21.9,18.7,0.016882813
716.2,21.9,18.8,0.012961431
814.5,21.8,19,0.019431454
644.7,22.6,19.3,0.026628273
740.2,21.9,19,0.028231506
888.3,22,18.8,0.019536222
723.7,22.4,19,0.016084904
780.6,22.4,19.2,0.016376499
1006.6,22.6,20.4,134.2908283
1094,22.6,20,132.409401
988.9,22.7,20.4,128.7199152
916.4,22.5,20,126.2904185
1052.6,22.6,20.4,125.5570276
961.8,23,20.7,126.0146244
934.7,22.9,20.4,127.7129076
1141.7,23.2,20.7,128.8232078
1044.5,23.1,20.8,131.5695417
967.7,22.9,20.3,133.8260159
893,22.9,20.4,134.6096926
903.3,23,20.8,135.4647377
1255,23.4,21,130.6734685
848.4,23.5,21.2,112.0735397
1007.7,23.1,20.7,92.37879242
968.2,23.4,20.8,82.77097637
1178.4,23.2,20.9,68.22800625
1016.4,23,20.8,51.79243443
936.3,22.9,20.6,43.63612869
990.9,23.3,21,46.32094342
997.5,23.5,21.1,49.14064582
1053.3,23.2,21,40.0983911
852.4,23,20.7,30.86981133
973,23.1,20.7,29.66062998
1035.4,23.3,21.1,30.59910884
997.2,27.9,24.6,134.3695039
1303.3,27,25.1,131.210793
988.8,26.9,23.5,127.5134781
1096,27.1,24.4,125.2384222
1201.4,27,24.3,120.6783808
1239,27.3,24.8,117.8965779
1104.6,27.2,24.8,114.4629349
1213.4,27.2,24.8,111.3194268
1107.3,27.8,25,110.8186537
1282.1,27.2,24.7,110.0922801
960.4,27.4,24.2,110.6261602
904.1,27.5,24.3,111.5709198
1186.9,27.5,24.7,122.7362622
1312,27.7,25.3,133.0103566
1142.8,27.5,25.7,138.6942251
1092.9,27.7,25.9,143.9009343
1080.6,27.6,25.6,144.6565993
1308.8,27.4,25.5,145.9377563
1349,27.4,25.1,142.2462092
1240.5,27.7,25.9,136.0992851
1378.3,28,26.3,128.8900342
1136.5,27.6,25.4,124.328946
1166.2,27.5,25.2,118.716509
1036.7,27.6,25.3,112.7947236
1210.9,27.9,25.4,107.8466003
446.1,20,14.3,0
308.6,19,13.4,0
382,19.1,13.4,0
229.1,19.6,13.7,0
281.2,20.7,14.5,0
349.6,19.9,13.7,0
356,19.7,13.7,0
358.9,20.4,14.3,0
249,20.1,13.9,0
315,20.7,14.6,0
201.3,20.2,14.1,0
256.7,20.7,14.6,0
244.9,20.5,14.3,0
471.8,20.7,14.7,0
301.7,20.2,14.1,0
308.3,20.1,14.2,0
381.6,20.5,14.1,0
331.4,20.5,14.2,0
214.9,20.6,14.7,0
351.3,20.5,14.9,0
286.8,20.8,15,0
354.1,20.3,14.1,0
244.4,20.8,14.7,0
310.4,20.7,14.5,0
274.9,20.9,14.7,0
1105.5,23.3,19.9,315.726293
1199.2,23.1,19.4,312.938599
1077.2,23,19.5,305.8101164
1006.5,23.1,19.3,300.5699687
1227.6,22.8,19.5,292.8778826
1138.5,23.7,20.1,285.6000855
1293.5,23.4,19.7,278.5454502
1239.5,23.9,20.2,269.2676021
1169.4,23.4,19.9,264.9119559
1204.1,23.4,19.5,260.0894006
1091.3,23.9,20.1,255.1527631
1150.4,24.4,20.7,250.2369473
1249.2,24.9,21.4,242.7167749
1113.6,24.8,21.2,238.5369878
1159.3,24.2,20.6,236.0795015
945.4,24.4,20.7,221.1771586
1282.5,24.3,20.7,201.1029149
1415.7,24.1,20.5,187.8307495
1157.3,24.1,20.5,174.1260004
1109.7,24.8,21.1,155.705705
1384.3,24.5,20.8,143.4442503
1230.5,24,20.6,121.7014987
1377.7,23.6,20,91.13137641
1443.4,23.8,20.4,69.03301861
1157.7,23.9,20.2,59.73771838
873.9,22,17.2,101.2333372
956.8,21.6,16.9,103.7391214
783.3,22.1,17.2,103.735236
969.4,21.7,17.2,102.1231137
772.7,22.2,17.6,98.73470718
781.8,22.5,17.9,95.7019161
951.5,22.3,17.5,91.60237304
1049.9,22.5,17.8,88.14113081
986.4,22.5,17.9,88.04036765
776.4,21.8,17.2,88.79030622
1082.1,21.8,17.2,88.49873382
1092.8,22.1,17.6,91.7127637
953.1,22.4,17.7,87.87149999
1043.7,22.5,17.7,81.07978663
1149.1,22,17.5,70.48974193
878.6,23.1,18.1,50.35178985
1018.7,21.6,17.4,39.46625105
1018.3,21.7,17.3,36.55093969
1013.7,21.7,17.2,28.42520663
1025.9,22.1,17.4,28.59439115
1142.2,22.5,17.8,29.23265351
963,21.8,17.2,25.76852024
1129.1,21.9,17.3,27.56319942
1001.6,21.9,17.4,35.57082463
1011.7,21.9,17.5,35.28114432
637.8,21.6,17.4,5.27888118
528.5,21.5,17.5,4.775967601
468.7,22.1,17.9,4.599388981
693.1,21.5,17.8,4.426717856
485.4,21.3,17.4,4.164309315
458.8,22.2,18.3,4.173522243
736.9,21.5,17.9,4.110465886
828.7,21.5,17.8,4.112159785
708.2,22.1,18.2,4.120665715
698.2,21.3,17.6,4.909755375
932.1,21,17.5,5.22563029
897.8,21.3,17.7,5.867822704
431.1,21.9,17.9,6.96034398
631.7,21.7,17.7,7.96606569
754.3,22,17.9,9.027526803
678.5,22.9,18.7,9.163016368
632.5,21.5,17.7,9.77657799
675.7,21.7,17.7,9.69165345
695.7,21.9,17.8,9.730610858
642.8,22.1,17.9,8.947100871
762.9,22,18.4,9.526742699
735.6,21.7,17.9,9.605175799
627.4,21.8,17.7,9.307530346
638.5,21.5,17.7,9.036885767
674.1,21.6,18,9.33330184
